16,13,18,19,11,23,10,6,6,20,2,2,15,6,1,8,9,20,7,20,14,13,22,11,12,5,5,22,17,2,16,6,6,22,0,21,7,23,23,6,22,22,0,5,8,12,17,0,6,11,21,8,23,13,22,8,0,7,14,7,23,12,23,11,21,23,14,22,9,2,2,23,12,22,17,2,22,2,18,5,21,6,20,18,19,1,0,23,14,0,0,19,17,9,0,10,2,3,16,8,13,9,17,15,13,14,10,23,17,2,14,16,18,21,18,18,12,22,14,0,8,15,20,2,12,15,7,6,4,7,11,13,20,14,12,18,8,22,16,2,7,11,15,16,17,8,20,16,23,6
17,14,19,20,12,0,11,7,7,21,3,3,16,7,2,9,10,21,8,21,15,14,23,12,13,6,6,23,18,3,17,7,7,23,1,22,8,0,0,7,23,23,1,6,9,13,18,1,7,12,22,9,0,14,23,9,1,8,15,8,0,13,0,12,22,0,15,23,10,3,3,0,13,23,18,3,23,3,19,6,22,7,21,19,20,2,1,0,15,1,1,20,18,10,1,11,3,4,17,9,14,10,18,16,14,15,11,0,18,3,15,17,19,22,19,19,13,23,15,1,9,16,21,3,13,16,8,7,5,8,12,14,21,15,13,19,9,23,17,3,8,12,16,17,18,9,21,17,0,7
18,15,20,21,13,1,12,8,8,22,4,4,17,8,3,10,11,22,9,22,16,15,0,13,14,7,7,0,19,4,18,8,8,0,2,23,9,1,1,8,0,0,2,7,10,14,19,2,8,13,23,10,1,15,0,10,2,9,16,9,1,14,1,13,23,1,16,0,11,4,4,1,14,0,19,4,0,4,20,7,23,8,22,20,21,3,2,1,16,2,2,21,19,11,2,12,4,5,18,10,15,11,19,17,15,16,12,1,19,4,16,18,20,23,20,20,14,0,16,2,10,17,22,4,14,17,9,8,6,9,13,15,22,16,14,20,10,0,18,4,9,13,17,18,19,10,22,18,1,8
19,16,21,22,14,2,13,9,9,23,5,5,18,9,4,11,12,23,10,23,17,16,1,14,15,8,8,1,20,5,19,9,9,1,3,0,10,2,2,9,1,1,3,8,11,15,20,3,9,14,0,11,2,16,1,11,3,10,17,10,2,15,2,14,0,2,17,1,12,5,5,2,15,1,20,5,1,5,21,8,0,9,23,21,22,4,3,2,17,3,3,22,20,12,3,13,5,6,19,11,16,12,20,18,16,17,13,2,20,5,17,19,21,0,21,21,15,1,17,3,11,18,23,5,15,18,10,9,7,10,14,16,23,17,15,21,11,1,19,5,10,14,18,19,20,11,23,19,2,9
20,17,22,23,15,3,14,10,10,0,6,6,19,10,5,12,13,0,11,0,18,17,2,15,16,9,9,2,21,6,20,10,10,2,4,1,11,3,3,10,2,2,4,9,12,16,21,4,10,15,1,12,3,17,2,12,4,11,18,11,3,16,3,15,1,3,18,2,13,6,6,3,16,2,21,6,2,6,22,9,1,10,0,22,23,5,4,3,18,4,4,23,21,13,4,14,6,7,20,12,17,13,21,19,17,18,14,3,21,6,18,20,22,1,22,22,16,2,18,4,12,19,0,6,16,19,11,10,8,11,15,17,0,18,16,22,12,2,20,6,11,15,19,20,21,12,0,20,3,10
21,18,23,0,16,4,15,11,11,1,7,7,20,11,6,13,14,1,12,1,19,18,3,16,17,10,10,3,22,7,21,11,11,3,5,2,12,4,4,11,3,3,5,10,13,17,22,5,11,16,2,13,4,18,3,13,5,12,19,12,4,17,4,16,2,4,19,3,14,7,7,4,17,3,22,7,3,7,23,10,2,11,1,23,0,6,5,4,19,5,5,0,22,14,5,15,7,8,21,13,18,14,22,20,18,19,15,4,22,7,19,21,23,2,23,23,17,3,19,5,13,20,1,7,17,20,12,11,9,12,16,18,1,19,17,23,13,3,21,7,12,16,20,21,22,13,1,21,4,11
22,19,0,1,17,5,16,12,12,2,8,8,21,12,7,14,15,2,13,2,20,19,4,17,18,11,11,4,23,8,22,12,12,4,6,3,13,5,5,12,4,4,6,11,14,18,23,6,12,17,3,14,5,19,4,14,6,13,20,13,5,18,5,17,3,5,20,4,15,8,8,5,18,4,23,8,4,8,0,11,3,12,2,0,1,7,6,5,20,6,6,1,23,15,6,16,8,9,22,14,19,15,23,21,19,20,16,5,23,8,20,22,0,3,0,0,18,4,20,6,14,21,2,8,18,21,13,12,10,13,17,19,2,20,18,0,14,4,22,8,13,17,21,22,23,14,2,22,5,12
23,20,1,2,18,6,17,13,13,3,9,9,22,13,8,15,16,3,14,3,21,20,5,18,19,12,12,5,0,9,23,13,13,5,7,4,14,6,6,13,5,5,7,12,15,19,0,7,13,18,4,15,6,20,5,15,7,14,21,14,6,19,6,18,4,6,21,5,16,9,9,6,19,5,0,9,5,9,1,12,4,13,3,1,2,8,7,6,21,7,7,2,0,16,7,17,9,10,23,15,20,16,0,22,20,21,17,6,0,9,21,23,1,4,1,1,19,5,21,7,15,22,3,9,19,22,14,13,11,14,18,20,3,21,19,1,15,5,23,9,14,18,22,23,0,15,3,23,6,13
0,21,2,3,19,7,18,14,14,4,10,10,23,14,9,16,17,4,15,4,22,21,6,19,20,13,13,6,1,10,0,14,14,6,8,5,15,7,7,14,6,6,8,13,16,20,1,8,14,19,5,16,7,21,6,16,8,15,22,15,7,20,7,19,5,7,22,6,17,10,10,7,20,6,1,10,6,10,2,13,5,14,4,2,3,9,8,7,22,8,8,3,1,17,8,18,10,11,0,16,21,17,1,23,21,22,18,7,1,10,22,0,2,5,2,2,20,6,22,8,16,23,4,10,20,23,15,14,12,15,19,21,4,22,20,2,16,6,0,10,15,19,23,0,1,16,4,0,7,14
1,22,3,4,20,8,19,15,15,5,11,11,0,15,10,17,18,5,16,5,23,22,7,20,21,14,14,7,2,11,1,15,15,7,9,6,16,8,8,15,7,7,9,14,17,21,2,9,15,20,6,17,8,22,7,17,9,16,23,16,8,21,8,20,6,8,23,7,18,11,11,8,21,7,2,11,7,11,3,14,6,15,5,3,4,10,9,8,23,9,9,4,2,18,9,19,11,12,1,17,22,18,2,0,22,23,19,8,2,11,23,1,3,6,3,3,21,7,23,9,17,0,5,11,21,0,16,15,13,16,20,22,5,23,21,3,17,7,1,11,16,20,0,1,2,17,5,1,8,15
2,23,4,5,21,9,20,16,16,6,12,12,1,16,11,18,19,6,17,6,0,23,8,21,22,15,15,8,3,12,2,16,16,8,10,7,17,9,9,16,8,8,10,15,18,22,3,10,16,21,7,18,9,23,8,18,10,17,0,17,9,22,9,21,7,9,0,8,19,12,12,9,22,8,3,12,8,12,4,15,7,16,6,4,5,11,10,9,0,10,10,5,3,19,10,20,12,13,2,18,23,19,3,1,23,0,20,9,3,12,0,2,4,7,4,4,22,8,0,10,18,1,6,12,22,1,17,16,14,17,21,23,6,0,22,4,18,8,2,12,17,21,1,2,3,18,6,2,9,16
3,0,5,6,22,10,21,17,17,7,13,13,2,17,12,19,20,7,18,7,1,0,9,22,23,16,16,9,4,13,3,17,17,9,11,8,18,10,10,17,9,9,11,16,19,23,4,11,17,22,8,19,10,0,9,19,11,18,1,18,10,23,10,22,8,10,1,9,20,13,13,10,23,9,4,13,9,13,5,16,8,17,7,5,6,12,11,10,1,11,11,6,4,20,11,21,13,14,3,19,0,20,4,2,0,1,21,10,4,13,1,3,5,8,5,5,23,9,1,11,19,2,7,13,23,2,18,17,15,18,22,0,7,1,23,5,19,9,3,13,18,22,2,3,4,19,7,3,10,17
4,1,6,7,23,11,22,18,18,8,14,14,3,18,13,20,21,8,19,8,2,1,10,23,0,17,17,10,5,14,4,18,18,10,12,9,19,11,11,18,10,10,12,17,20,0,5,12,18,23,9,20,11,1,10,20,12,19,2,19,11,0,11,23,9,11,2,10,21,14,14,11,0,10,5,14,10,14,6,17,9,18,8,6,7,13,12,11,2,12,12,7,5,21,12,22,14,15,4,20,1,21,5,3,1,2,22,11,5,14,2,4,6,9,6,6,0,10,2,12,20,3,8,14,0,3,19,18,16,19,23,1,8,2,0,6,20,10,4,14,19,23,3,4,5,20,8,4,11,18
5,2,7,8,0,12,23,19,19,9,15,15,4,19,14,21,22,9,20,9,3,2,11,0,1,18,18,11,6,15,5,19,19,11,13,10,20,12,12,19,11,11,13,18,21,1,6,13,19,0,10,21,12,2,11,21,13,20,3,20,12,1,12,0,10,12,3,11,22,15,15,12,1,11,6,15,11,15,7,18,10,19,9,7,8,14,13,12,3,13,13,8,6,22,13,23,15,16,5,21,2,22,6,4,2,3,23,12,6,15,3,5,7,10,7,7,1,11,3,13,21,4,9,15,1,4,20,19,17,20,0,2,9,3,1,7,21,11,5,15,20,0,4,5,6,21,9,5,12,19
6,3,8,9,1,13,0,20,20,10,16,16,5,20,15,22,23,10,21,10,4,3,12,1,2,19,19,12,7,16,6,20,20,12,14,11,21,13,13,20,12,12,14,19,22,2,7,14,20,1,11,22,13,3,12,22,14,21,4,21,13,2,13,1,11,13,4,12,23,16,16,13,2,12,7,16,12,16,8,19,11,20,10,8,9,15,14,13,4,14,14,9,7,23,14,0,16,17,6,22,3,23,7,5,3,4,0,13,7,16,4,6,8,11,8,8,2,12,4,14,22,5,10,16,2,5,21,20,18,21,1,3,10,4,2,8,22,12,6,16,21,1,5,6,7,22,10,6,13,20
7,4,9,10,2,14,1,21,21,11,17,17,6,21,16,23,0,11,22,11,5,4,13,2,3,20,20,13,8,17,7,21,21,13,15,12,22,14,14,21,13,13,15,20,23,3,8,15,21,2,12,23,14,4,13,23,15,22,5,22,14,3,14,2,12,14,5,13,0,17,17,14,3,13,8,17,13,17,9,20,12,21,11,9,10,16,15,14,5,15,15,10,8,0,15,1,17,18,7,23,4,0,8,6,4,5,1,14,8,17,5,7,9,12,9,9,3,13,5,15,23,6,11,17,3,6,22,21,19,22,2,4,11,5,3,9,23,13,7,17,22,2,6,7,8,23,11,7,14,21
8,5,10,11,3,15,2,22,22,12,18,18,7,22,17,0,1,12,23,12,6,5,14,3,4,21,21,14,9,18,8,22,22,14,16,13,23,15,15,22,14,14,16,21,0,4,9,16,22,3,13,0,15,5,14,0,16,23,6,23,15,4,15,3,13,15,6,14,1,18,18,15,4,14,9,18,14,18,10,21,13,22,12,10,11,17,16,15,6,16,16,11,9,1,16,2,18,19,8,0,5,1,9,7,5,6,2,15,9,18,6,8,10,13,10,10,4,14,6,16,0,7,12,18,4,7,23,22,20,23,3,5,12,6,4,10,0,14,8,18,23,3,7,8,9,0,12,8,15,22
9,6,11,12,4,16,3,23,23,13,19,19,8,23,18,1,2,13,0,13,7,6,15,4,5,22,22,15,10,19,9,23,23,15,17,14,0,16,16,23,15,15,17,22,1,5,10,17,23,4,14,1,16,6,15,1,17,0,7,0,16,5,16,4,14,16,7,15,2,19,19,16,5,15,10,19,15,19,11,22,14,23,13,11,12,18,17,16,7,17,17,12,10,2,17,3,19,20,9,1,6,2,10,8,6,7,3,16,10,19,7,9,11,14,11,11,5,15,7,17,1,8,13,19,5,8,0,23,21,0,4,6,13,7,5,11,1,15,9,19,0,4,8,9,10,1,13,9,16,23
10,7,12,13,5,17,4,0,0,14,20,20,9,0,19,2,3,14,1,14,8,7,16,5,6,23,23,16,11,20,10,0,0,16,18,15,1,17,17,0,16,16,18,23,2,6,11,18,0,5,15,2,17,7,16,2,18,1,8,1,17,6,17,5,15,17,8,16,3,20,20,17,6,16,11,20,16,20,12,23,15,0,14,12,13,19,18,17,8,18,18,13,11,3,18,4,20,21,10,2,7,3,11,9,7,8,4,17,11,20,8,10,12,15,12,12,6,16,8,18,2,9,14,20,6,9,1,0,22,1,5,7,14,8,6,12,2,16,10,20,1,5,9,10,11,2,14,10,17,0
11,8,13,14,6,18,5,1,1,15,21,21,10,1,20,3,4,15,2,15,9,8,17,6,7,0,0,17,12,21,11,1,1,17,19,16,2,18,18,1,17,17,19,0,3,7,12,19,1,6,16,3,18,8,17,3,19,2,9,2,18,7,18,6,16,18,9,17,4,21,21,18,7,17,12,21,17,21,13,0,16,1,15,13,14,20,19,18,9,19,19,14,12,4,19,5,21,22,11,3,8,4,12,10,8,9,5,18,12,21,9,11,13,16,13,13,7,17,9,19,3,10,15,21,7,10,2,1,23,2,6,8,15,9,7,13,3,17,11,21,2,6,10,11,12,3,15,11,18,1
12,9,14,15,7,19,6,2,2,16,22,22,11,2,21,4,5,16,3,16,10,9,18,7,8,1,1,18,13,22,12,2,2,18,20,17,3,19,19,2,18,18,20,1,4,8,13,20,2,7,17,4,19,9,18,4,20,3,10,3,19,8,19,7,17,19,10,18,5,22,22,19,8,18,13,22,18,22,14,1,17,2,16,14,15,21,20,19,10,20,20,15,13,5,20,6,22,23,12,4,9,5,13,11,9,10,6,19,13,22,10,12,14,17,14,14,8,18,10,20,4,11,16,22,8,11,3,2,0,3,7,9,16,10,8,14,4,18,12,22,3,7,11,12,13,4,16,12,19,2
13,10,15,16,8,20,7,3,3,17,23,23,12,3,22,5,6,17,4,17,11,10,19,8,9,2,2,19,14,23,13,3,3,19,21,18,4,20,20,3,19,19,21,2,5,9,14,21,3,8,18,5,20,10,19,5,21,4,11,4,20,9,20,8,18,20,11,19,6,23,23,20,9,19,14,23,19,23,15,2,18,3,17,15,16,22,21,20,11,21,21,16,14,6,21,7,23,0,13,5,10,6,14,12,10,11,7,20,14,23,11,13,15,18,15,15,9,19,11,21,5,12,17,23,9,12,4,3,1,4,8,10,17,11,9,15,5,19,13,23,4,8,12,13,14,5,17,13,20,3
14,11,16,17,9,21,8,4,4,18,0,0,13,4,23,6,7,18,5,18,12,11,20,9,10,3,3,20,15,0,14,4,4,20,22,19,5,21,21,4,20,20,22,3,6,10,15,22,4,9,19,6,21,11,20,6,22,5,12,5,21,10,21,9,19,21,12,20,7,0,0,21,10,20,15,0,20,0,16,3,19,4,18,16,17,23,22,21,12,22,22,17,15,7,22,8,0,1,14,6,11,7,15,13,11,12,8,21,15,0,12,14,16,19,16,16,10,20,12,22,6,13,18,0,10,13,5,4,2,5,9,11,18,12,10,16,6,20,14,0,5,9,13,14,15,6,18,14,21,4
15,12,17,18,10,22,9,5,5,19,1,1,14,5,0,7,8,19,6,19,13,12,21,10,11,4,4,21,16,1,15,5,5,21,23,20,6,22,22,5,21,21,23,4,7,11,16,23,5,10,20,7,22,12,21,7,23,6,13,6,22,11,22,10,20,22,13,21,8,1,1,22,11,21,16,1,21,1,17,4,20,5,19,17,18,0,23,22,13,23,23,18,16,8,23,9,1,2,15,7,12,8,16,14,12,13,9,22,16,1,13,15,17,20,17,17,11,21,13,23,7,14,19,1,11,14,6,5,3,6,10,12,19,13,11,17,7,21,15,1,6,10,14,15,16,7,19,15,22,5
16,13,18,19,11,23,10,6,6,20,2,2,15,6,1,8,9,20,7,20,14,13,22,11,12,5,5,22,17,2,16,6,6,22,0,21,7,23,23,6,22,22,0,5,8,12,17,0,6,11,21,8,23,13,22,8,0,7,14,7,23,12,23,11,21,23,14,22,9,2,2,23,12,22,17,2,22,2,18,5,21,6,20,18,19,1,0,23,14,0,0,19,17,9,0,10,2,3,16,8,13,9,17,15,13,14,10,23,17,2,14,16,18,21,18,18,12,22,14,0,8,15,20,2,12,15,7,6,4,7,11,13,20,14,12,18,8,22,16,2,7,11,15,16,17,8,20,16,23,6
17,14,19,20,12,0,11,7,7,21,3,3,16,7,2,9,10,21,8,21,15,14,23,12,13,6,6,23,18,3,17,7,7,23,1,22,8,0,0,7,23,23,1,6,9,13,18,1,7,12,22,9,0,14,23,9,1,8,15,8,0,13,0,12,22,0,15,23,10,3,3,0,13,23,18,3,23,3,19,6,22,7,21,19,20,2,1,0,15,1,1,20,18,10,1,11,3,4,17,9,14,10,18,16,14,15,11,0,18,3,15,17,19,22,19,19,13,23,15,1,9,16,21,3,13,16,8,7,5,8,12,14,21,15,13,19,9,23,17,3,8,12,16,17,18,9,21,17,0,7
18,15,20,21,13,1,12,8,8,22,4,4,17,8,3,10,11,22,9,22,16,15,0,13,14,7,7,0,19,4,18,8,8,0,2,23,9,1,1,8,0,0,2,7,10,14,19,2,8,13,23,10,1,15,0,10,2,9,16,9,1,14,1,13,23,1,16,0,11,4,4,1,14,0,19,4,0,4,20,7,23,8,22,20,21,3,2,1,16,2,2,21,19,11,2,12,4,5,18,10,15,11,19,17,15,16,12,1,19,4,16,18,20,23,20,20,14,0,16,2,10,17,22,4,14,17,9,8,6,9,13,15,22,16,14,20,10,0,18,4,9,13,17,18,19,10,22,18,1,8
19,16,21,22,14,2,13,9,9,23,5,5,18,9,4,11,12,23,10,23,17,16,1,14,15,8,8,1,20,5,19,9,9,1,3,0,10,2,2,9,1,1,3,8,11,15,20,3,9,14,0,11,2,16,1,11,3,10,17,10,2,15,2,14,0,2,17,1,12,5,5,2,15,1,20,5,1,5,21,8,0,9,23,21,22,4,3,2,17,3,3,22,20,12,3,13,5,6,19,11,16,12,20,18,16,17,13,2,20,5,17,19,21,0,21,21,15,1,17,3,11,18,23,5,15,18,10,9,7,10,14,16,23,17,15,21,11,1,19,5,10,14,18,19,20,11,23,19,2,9
20,17,22,23,15,3,14,10,10,0,6,6,19,10,5,12,13,0,11,0,18,17,2,15,16,9,9,2,21,6,20,10,10,2,4,1,11,3,3,10,2,2,4,9,12,16,21,4,10,15,1,12,3,17,2,12,4,11,18,11,3,16,3,15,1,3,18,2,13,6,6,3,16,2,21,6,2,6,22,9,1,10,0,22,23,5,4,3,18,4,4,23,21,13,4,14,6,7,20,12,17,13,21,19,17,18,14,3,21,6,18,20,22,1,22,22,16,2,18,4,12,19,0,6,16,19,11,10,8,11,15,17,0,18,16,22,12,2,20,6,11,15,19,20,21,12,0,20,3,10
21,18,23,0,16,4,15,11,11,1,7,7,20,11,6,13,14,1,12,1,19,18,3,16,17,10,10,3,22,7,21,11,11,3,5,2,12,4,4,11,3,3,5,10,13,17,22,5,11,16,2,13,4,18,3,13,5,12,19,12,4,17,4,16,2,4,19,3,14,7,7,4,17,3,22,7,3,7,23,10,2,11,1,23,0,6,5,4,19,5,5,0,22,14,5,15,7,8,21,13,18,14,22,20,18,19,15,4,22,7,19,21,23,2,23,23,17,3,19,5,13,20,1,7,17,20,12,11,9,12,16,18,1,19,17,23,13,3,21,7,12,16,20,21,22,13,1,21,4,11
22,19,0,1,17,5,16,12,12,2,8,8,21,12,7,14,15,2,13,2,20,19,4,17,18,11,11,4,23,8,22,12,12,4,6,3,13,5,5,12,4,4,6,11,14,18,23,6,12,17,3,14,5,19,4,14,6,13,20,13,5,18,5,17,3,5,20,4,15,8,8,5,18,4,23,8,4,8,0,11,3,12,2,0,1,7,6,5,20,6,6,1,23,15,6,16,8,9,22,14,19,15,23,21,19,20,16,5,23,8,20,22,0,3,0,0,18,4,20,6,14,21,2,8,18,21,13,12,10,13,17,19,2,20,18,0,14,4,22,8,13,17,21,22,23,14,2,22,5,12
23,20,1,2,18,6,17,13,13,3,9,9,22,13,8,15,16,3,14,3,21,20,5,18,19,12,12,5,0,9,23,13,13,5,7,4,14,6,6,13,5,5,7,12,15,19,0,7,13,18,4,15,6,20,5,15,7,14,21,14,6,19,6,18,4,6,21,5,16,9,9,6,19,5,0,9,5,9,1,12,4,13,3,1,2,8,7,6,21,7,7,2,0,16,7,17,9,10,23,15,20,16,0,22,20,21,17,6,0,9,21,23,1,4,1,1,19,5,21,7,15,22,3,9,19,22,14,13,11,14,18,20,3,21,19,1,15,5,23,9,14,18,22,23,0,15,3,23,6,13
0,21,2,3,19,7,18,14,14,4,10,10,23,14,9,16,17,4,15,4,22,21,6,19,20,13,13,6,1,10,0,14,14,6,8,5,15,7,7,14,6,6,8,13,16,20,1,8,14,19,5,16,7,21,6,16,8,15,22,15,7,20,7,19,5,7,22,6,17,10,10,7,20,6,1,10,6,10,2,13,5,14,4,2,3,9,8,7,22,8,8,3,1,17,8,18,10,11,0,16,21,17,1,23,21,22,18,7,1,10,22,0,2,5,2,2,20,6,22,8,16,23,4,10,20,23,15,14,12,15,19,21,4,22,20,2,16,6,0,10,15,19,23,0,1,16,4,0,7,14
1,22,3,4,20,8,19,15,15,5,11,11,0,15,10,17,18,5,16,5,23,22,7,20,21,14,14,7,2,11,1,15,15,7,9,6,16,8,8,15,7,7,9,14,17,21,2,9,15,20,6,17,8,22,7,17,9,16,23,16,8,21,8,20,6,8,23,7,18,11,11,8,21,7,2,11,7,11,3,14,6,15,5,3,4,10,9,8,23,9,9,4,2,18,9,19,11,12,1,17,22,18,2,0,22,23,19,8,2,11,23,1,3,6,3,3,21,7,23,9,17,0,5,11,21,0,16,15,13,16,20,22,5,23,21,3,17,7,1,11,16,20,0,1,2,17,5,1,8,15
2,23,4,5,21,9,20,16,16,6,12,12,1,16,11,18,19,6,17,6,0,23,8,21,22,15,15,8,3,12,2,16,16,8,10,7,17,9,9,16,8,8,10,15,18,22,3,10,16,21,7,18,9,23,8,18,10,17,0,17,9,22,9,21,7,9,0,8,19,12,12,9,22,8,3,12,8,12,4,15,7,16,6,4,5,11,10,9,0,10,10,5,3,19,10,20,12,13,2,18,23,19,3,1,23,0,20,9,3,12,0,2,4,7,4,4,22,8,0,10,18,1,6,12,22,1,17,16,14,17,21,23,6,0,22,4,18,8,2,12,17,21,1,2,3,18,6,2,9,16
3,0,5,6,22,10,21,17,17,7,13,13,2,17,12,19,20,7,18,7,1,0,9,22,23,16,16,9,4,13,3,17,17,9,11,8,18,10,10,17,9,9,11,16,19,23,4,11,17,22,8,19,10,0,9,19,11,18,1,18,10,23,10,22,8,10,1,9,20,13,13,10,23,9,4,13,9,13,5,16,8,17,7,5,6,12,11,10,1,11,11,6,4,20,11,21,13,14,3,19,0,20,4,2,0,1,21,10,4,13,1,3,5,8,5,5,23,9,1,11,19,2,7,13,23,2,18,17,15,18,22,0,7,1,23,5,19,9,3,13,18,22,2,3,4,19,7,3,10,17
4,1,6,7,23,11,22,18,18,8,14,14,3,18,13,20,21,8,19,8,2,1,10,23,0,17,17,10,5,14,4,18,18,10,12,9,19,11,11,18,10,10,12,17,20,0,5,12,18,23,9,20,11,1,10,20,12,19,2,19,11,0,11,23,9,11,2,10,21,14,14,11,0,10,5,14,10,14,6,17,9,18,8,6,7,13,12,11,2,12,12,7,5,21,12,22,14,15,4,20,1,21,5,3,1,2,22,11,5,14,2,4,6,9,6,6,0,10,2,12,20,3,8,14,0,3,19,18,16,19,23,1,8,2,0,6,20,10,4,14,19,23,3,4,5,20,8,4,11,18
5,2,7,8,0,12,23,19,19,9,15,15,4,19,14,21,22,9,20,9,3,2,11,0,1,18,18,11,6,15,5,19,19,11,13,10,20,12,12,19,11,11,13,18,21,1,6,13,19,0,10,21,12,2,11,21,13,20,3,20,12,1,12,0,10,12,3,11,22,15,15,12,1,11,6,15,11,15,7,18,10,19,9,7,8,14,13,12,3,13,13,8,6,22,13,23,15,16,5,21,2,22,6,4,2,3,23,12,6,15,3,5,7,10,7,7,1,11,3,13,21,4,9,15,1,4,20,19,17,20,0,2,9,3,1,7,21,11,5,15,20,0,4,5,6,21,9,5,12,19
6,3,8,9,1,13,0,20,20,10,16,16,5,20,15,22,23,10,21,10,4,3,12,1,2,19,19,12,7,16,6,20,20,12,14,11,21,13,13,20,12,12,14,19,22,2,7,14,20,1,11,22,13,3,12,22,14,21,4,21,13,2,13,1,11,13,4,12,23,16,16,13,2,12,7,16,12,16,8,19,11,20,10,8,9,15,14,13,4,14,14,9,7,23,14,0,16,17,6,22,3,23,7,5,3,4,0,13,7,16,4,6,8,11,8,8,2,12,4,14,22,5,10,16,2,5,21,20,18,21,1,3,10,4,2,8,22,12,6,16,21,1,5,6,7,22,10,6,13,20
7,4,9,10,2,14,1,21,21,11,17,17,6,21,16,23,0,11,22,11,5,4,13,2,3,20,20,13,8,17,7,21,21,13,15,12,22,14,14,21,13,13,15,20,23,3,8,15,21,2,12,23,14,4,13,23,15,22,5,22,14,3,14,2,12,14,5,13,0,17,17,14,3,13,8,17,13,17,9,20,12,21,11,9,10,16,15,14,5,15,15,10,8,0,15,1,17,18,7,23,4,0,8,6,4,5,1,14,8,17,5,7,9,12,9,9,3,13,5,15,23,6,11,17,3,6,22,21,19,22,2,4,11,5,3,9,23,13,7,17,22,2,6,7,8,23,11,7,14,21
8,5,10,11,3,15,2,22,22,12,18,18,7,22,17,0,1,12,23,12,6,5,14,3,4,21,21,14,9,18,8,22,22,14,16,13,23,15,15,22,14,14,16,21,0,4,9,16,22,3,13,0,15,5,14,0,16,23,6,23,15,4,15,3,13,15,6,14,1,18,18,15,4,14,9,18,14,18,10,21,13,22,12,10,11,17,16,15,6,16,16,11,9,1,16,2,18,19,8,0,5,1,9,7,5,6,2,15,9,18,6,8,10,13,10,10,4,14,6,16,0,7,12,18,4,7,23,22,20,23,3,5,12,6,4,10,0,14,8,18,23,3,7,8,9,0,12,8,15,22
9,6,11,12,4,16,3,23,23,13,19,19,8,23,18,1,2,13,0,13,7,6,15,4,5,22,22,15,10,19,9,23,23,15,17,14,0,16,16,23,15,15,17,22,1,5,10,17,23,4,14,1,16,6,15,1,17,0,7,0,16,5,16,4,14,16,7,15,2,19,19,16,5,15,10,19,15,19,11,22,14,23,13,11,12,18,17,16,7,17,17,12,10,2,17,3,19,20,9,1,6,2,10,8,6,7,3,16,10,19,7,9,11,14,11,11,5,15,7,17,1,8,13,19,5,8,0,23,21,0,4,6,13,7,5,11,1,15,9,19,0,4,8,9,10,1,13,9,16,23
10,7,12,13,5,17,4,0,0,14,20,20,9,0,19,2,3,14,1,14,8,7,16,5,6,23,23,16,11,20,10,0,0,16,18,15,1,17,17,0,16,16,18,23,2,6,11,18,0,5,15,2,17,7,16,2,18,1,8,1,17,6,17,5,15,17,8,16,3,20,20,17,6,16,11,20,16,20,12,23,15,0,14,12,13,19,18,17,8,18,18,13,11,3,18,4,20,21,10,2,7,3,11,9,7,8,4,17,11,20,8,10,12,15,12,12,6,16,8,18,2,9,14,20,6,9,1,0,22,1,5,7,14,8,6,12,2,16,10,20,1,5,9,10,11,2,14,10,17,0
11,8,13,14,6,18,5,1,1,15,21,21,10,1,20,3,4,15,2,15,9,8,17,6,7,0,0,17,12,21,11,1,1,17,19,16,2,18,18,1,17,17,19,0,3,7,12,19,1,6,16,3,18,8,17,3,19,2,9,2,18,7,18,6,16,18,9,17,4,21,21,18,7,17,12,21,17,21,13,0,16,1,15,13,14,20,19,18,9,19,19,14,12,4,19,5,21,22,11,3,8,4,12,10,8,9,5,18,12,21,9,11,13,16,13,13,7,17,9,19,3,10,15,21,7,10,2,1,23,2,6,8,15,9,7,13,3,17,11,21,2,6,10,11,12,3,15,11,18,1
12,9,14,15,7,19,6,2,2,16,22,22,11,2,21,4,5,16,3,16,10,9,18,7,8,1,1,18,13,22,12,2,2,18,20,17,3,19,19,2,18,18,20,1,4,8,13,20,2,7,17,4,19,9,18,4,20,3,10,3,19,8,19,7,17,19,10,18,5,22,22,19,8,18,13,22,18,22,14,1,17,2,16,14,15,21,20,19,10,20,20,15,13,5,20,6,22,23,12,4,9,5,13,11,9,10,6,19,13,22,10,12,14,17,14,14,8,18,10,20,4,11,16,22,8,11,3,2,0,3,7,9,16,10,8,14,4,18,12,22,3,7,11,12,13,4,16,12,19,2
13,10,15,16,8,20,7,3,3,17,23,23,12,3,22,5,6,17,4,17,11,10,19,8,9,2,2,19,14,23,13,3,3,19,21,18,4,20,20,3,19,19,21,2,5,9,14,21,3,8,18,5,20,10,19,5,21,4,11,4,20,9,20,8,18,20,11,19,6,23,23,20,9,19,14,23,19,23,15,2,18,3,17,15,16,22,21,20,11,21,21,16,14,6,21,7,23,0,13,5,10,6,14,12,10,11,7,20,14,23,11,13,15,18,15,15,9,19,11,21,5,12,17,23,9,12,4,3,1,4,8,10,17,11,9,15,5,19,13,23,4,8,12,13,14,5,17,13,20,3
